Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID,Wards,Community Areas,Zip Codes,Census Tracts,Historical Wards 2003-2015
2020,117115,,Not Submitted,1733 1735 W IRVING PARK RD,60613,0.0,false,LAKE VIEW,,114450,,,,,,,,,,,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-117115,18,57,21186,725,13
2020,103314,Evergreen Tower,Not Submitted,1333  N CLEVELAND AVE,60610,0.0,false,NEAR NORTH SIDE,,86780,,,,,,,,,,,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2020-103314,46,37,14926,148,41
2020,251352,Tams Building -CPS,Not Submitted,501 - 505 W 35th St,60629,0.0,false,BRIDGEPORT,,73600,,,,,,,,,,,,,,,,41.830808,-87.639877,"(41.830808, -87.639877)",2020-251352,48,58,14924,223,26
2020,156879,Morningside North Apartments,Not Submitted,170 W Oak St,60610,0.0,false,NEAR NORTH SIDE,,243200,,,,,,,,,,,,,,,,41.90093931,-87.63406385,"(41.90093931, -87.63406385)",2020-156879,11,37,14926,310,22
2020,252267,Paper Place Condominiums,Not Submitted,801 S Wells St,60607,0.0,false,LOOP,,139879,,,,,,,,,,,,,,,,41.87175238,-87.6335235,"(41.87175238, -87.6335235)",2020-252267,26,38,14917,12,48
2020,254571,Centrum Wicker Park,Not Submitted,1664 W Division St,60622,0.0,false,West Town,,88581,,,,,,,,,,,,,,,,41.90327181,-87.67473022,"(41.90327181, -87.67473022)",2020-254571,41,25,21560,481,24
2020,104635,,Not Submitted,1900 1912 W PRATT BLVD,60626,0.0,false,ROGERS PARK,,65128,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2020-104635,5,10,21853,358,3
2020,105339,,Not Submitted,5306  N CUMBERLAND AVE,60656,0.0,false,OHARE,,102580,,,,,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)",2020-105339,29,36,4448,700,34
2020,120015,Chicago Indoor Sports,Not Submitted,3900 S Ashland Ave,60609,0.0,false,NEW CITY,,341000,,,,,,,,,,,,,,,,41.82265783,-87.66665991,"(41.82265783, -87.66665991)",2020-120015,1,59,14924,706,29
2020,126141,,Not Submitted,839 W 79TH ST,60620,0.0,false,AUBURN GRESHAM,,67068,,,,,,,,,,,,,,,,41.75038125,-87.64569148,"(41.75038125, -87.64569148)",2020-126141,31,70,21554,487,17
2020,256542,,Not Submitted,5525 W Diversey Ave,60639,0.0,false,Belmont Cragin,,72000,,,,,,,,,,,,,,,,41.91864,-87.7553504,"(41.91864, -87.7553504)",2020-256542,44,19,22615,306,4
2020,105785,Poinsettia Apartments,Not Submitted,5528 5530 S HYDE PARK BLVD,60637,0.0,false,HYDE PARK,,67103,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-105785,4,9,22260,470,53
2020,175479,,Not Submitted,5856 5860 N BROADWAY,60660,0.0,false,EDGEWATER,,95165,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-175479,16,76,4451,536,40
2020,227642,Granville Beach Condominiums,Not Submitted,6171 N Sheridan Rd,60660,0.0,false,EDGEWATER,,395000,,,,,,,,,,,,,,,,41.99444431,-87.65487158,"(41.99444431, -87.65487158)",2020-227642,16,76,4451,45,40
2020,254296,Brompton,Not Submitted,534 552 W Brompton Ave,60657,0.0,false,Lake View,,109140,,,,,,,,,,,,,,,,41.9398563,-87.65846,"(41.9398563, -87.65846)",2020-254296,25,57,4449,710,38
2020,100623,,Not Submitted,1345 1359 W ESTES AVE,60626,0.0,false,ROGERS PARK,,76125,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2020-100623,5,10,21853,358,3
2020,175493,,Not Submitted,4812 4846 N CLARK ST,60640,0.0,false,UPTOWN,,191541,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-175493,18,31,22616,633,37
2020,173835,Sears,Not Submitted,1900 W Lawrence Ave,60640,0.0,false,LINCOLN SQUARE,,154471,,,,,,,,,,,,,,,,41.9690756,-87.67696468,"(41.9690756, -87.67696468)",2020-173835,18,6,22616,106,13
2020,173776,,Not Submitted,331  W OAKDALE AVE,60657,0.0,false,LAKE VIEW,,50286,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2020-173776,25,57,4449,710,38
2020,128870,Former Sears store,Not Submitted,1334 E 79TH ST,60619,0.0,false,AVALON PARK,,70887,,,,,,,,,,,,,,,,41.75163427,-87.59179486,"(41.75163427, -87.59179486)",2020-128870,35,41,21546,133,9
2020,256568,Vista Tower,Not Submitted,363 E Wacker Dr,60601,0.0,false,Loop,,1782886,,,,,,,,,,,,,,,,41.886495,-87.618105,"(41.886495, -87.618105)",2020-256568,36,38,14309,580,22
2020,256762,,Not Submitted,24 East Washington Street,60602,0.0,false,,,700394,,,,,,,,,,,,,,,,41.88325,-87.631495,"(41.88325, -87.631495)",2020-256762,36,38,14310,92,22
2020,103052,,Not Submitted,825 835 W CORNELIA AVE,60657,0.0,false,LAKE VIEW,,74452,,,,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2020-103052,25,57,4449,710,38
2020,256534,,Not Submitted,811 W Agatite Ave,60640,0.0,false,Uptown,,391791,,,,,,,,,,,,,,,,41.97459,-87.66273,"(41.97459, -87.66273)",2020-256534,18,31,22616,633,37
2020,137104,,Not Submitted,1503 1509 S STATE ST,60605,0.0,false,NEAR SOUTH SIDE,,161484,,,,,,,,,,,,,,,,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2020-137104,10,38,14913,368,48
2020,251508,Polaris Charter Academy Elementary School - CPS,Not Submitted,620 N Sawyer Ave,60624,0.0,false,HUMBOLDT PARK,,80000,,,,,,,,,,,,,,,,41.89229745,-87.70807059,"(41.89229745, -87.70807059)",2020-251508,46,24,21572,177,41
2020,105725,,Not Submitted,7000 7008 S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,205000,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-105725,33,39,22538,453,32
2020,256803,,Not Submitted,4914 N CLARK ST,60640,0.0,false,Uptown,,50000,,,,,,,,,,,,,,,,41.97596,-87.669615,"(41.97596, -87.669615)",2020-256803,24,31,22616,610,13
2020,173883,,Not Submitted,1029 1051 W NORTH SHORE AVE,60626,0.0,false,ROGERS PARK,,65620,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2020-173883,5,10,21853,358,3
2020,102093,,Not Submitted,551 555 N PINE AVE,60644,0.0,false,AUSTIN,,71880,,,,,,,,,,,,,,,,41.88039405,-87.75826967,"(41.88039405, -87.75826967)",2020-102093,23,26,22216,674,11
2020,112110,Old Cook County Hospital,Not Submitted,1835 W HARRISON ST,60612,0.0,false,NEAR WEST SIDE,,707000,,,,,,,,,,,,,,,,41.87410075,-87.67236184,"(41.87410075, -87.67236184)",2020-112110,46,29,21184,5,48
2020,175884,,Not Submitted,315 N RACINE AVE,60607,0.0,false,NEAR WEST SIDE,,108000,,,,,,,,,,,,,,,,41.88711773,-87.65681078,"(41.88711773, -87.65681078)",2020-175884,46,29,14917,63,41
2020,175398,,Not Submitted,5630  S MICHIGAN AVE,60637,0.0,false,WASHINGTON PARK,,60000,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-175398,4,9,22260,470,53
2020,251943,1825 W Lawrence Ave,Not Submitted,1825 W Lawrence Ave,60640,0.0,false,LINCOLN SQUARE,,53684,,,,,,,,,,,,,,,,41.96854338,-87.67576455,"(41.96854338, -87.67576455)",2020-251943,18,6,22616,225,13
2020,256775,,Not Submitted,10355 S WOODLAWN AVE,60628,0.0,false,Pullman,,50000,,,,,,,,,,,,,,,,41.68176,-87.636,"(41.68176, -87.636)",2020-256775,22,50,21861,255,45
2020,254564,Merrimac Square III,Not Submitted,6530 W Irving Park Rd,60634,0.0,false,DUNNING,,71000,,,,,,,,,,,,,,,,41.93831557,-87.78903681,"(41.93831557, -87.78903681)",2020-254564,44,17,22254,396,39
2020,105820,,Not Submitted,7353  S CICERO AVE,60629,0.0,false,WEST LAWN,,120570,,,,,,,,,,,,,,,,41.77517105,-87.71389848,"(41.77517105, -87.71389848)",2020-105820,6,63,21867,238,23
2020,254094,,Not Submitted,3041 S Michigan Ave,60616,0.0,false,Douglas,,93133,,,,,,,,,,,,,,,,41.8458598,-87.62921,"(41.8458598, -87.62921)",2020-254094,9,35,21194,3,12
2020,256856,,Not Submitted,2201 Lakeside Blvd,,,true,,,294973,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256856,36,38,14310,92,22
2020,251876,Sizemore - Shabazz Charter,Not Submitted,1540 W 84TH ST,60620,0.0,false,AUBURN GRESHAM,,70232,,,,,,,,,,,,,,,,41.74157386,-87.66222081,"(41.74157386, -87.66222081)",2020-251876,13,70,21554,531,18
2020,255504,,Not Submitted,601 W Polk Street,60607,0.0,false,Near West Side,,104000,,,,,,,,,,,,,,,,41.88,-87.6548399,"(41.88, -87.6548399)",2020-255504,26,29,14917,91,48
2020,256779,,Not Submitted,1342 W TAYLOR ST,,0.0,false,Near West Side,,86976,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256779,36,38,14310,92,22
2020,256567,,Not Submitted,1554 N Talman Ave,60622,0.0,false,West Town,,55720,,,,,,,,,,,,,,,,41.904845,-87.68738,"(41.904845, -87.68738)",2020-256567,49,25,21560,302,10
2020,256817,,Not Submitted,4424 S COTTAGE GROVE AVE,60653,0.0,false,Grand Boulevard,,50000,,,,,,,,,,,,,,,,41.816805,-87.607775,"(41.816805, -87.607775)",2020-256817,10,4,4301,583,1
2020,134914,,Not Submitted,401 W ONTARIO ST,60654,0.0,false,NEAR NORTH SIDE,,57600,,,,,,,,,,,,,,,,41.89309853,-87.63870784,"(41.89309853, -87.63870784)",2020-134914,36,37,4446,652,22
2020,102926,,Not Submitted,5736 5752 S STONY ISLAND AVE,60637,0.0,false,HYDE PARK,,59558,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-102926,4,9,22260,470,53
2020,254152,Damen Marketplace,Not Submitted,2455 S Damen Ave,60608,0.0,false,Lower West Side,,109681,,,,,,,,,,,,,,,,41.8842525,-87.63245,"(41.8842525, -87.63245)",2020-254152,36,38,14310,92,22
2020,103449,,Not Submitted,7616  S SOUTH SHORE DR,60649,0.0,false,SOUTH SHORE,,58636,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-103449,33,39,22538,453,32
2020,256801,,Not Submitted,804 W MONTROSE AVE,60613,0.0,false,Uptown,,50000,,,,,,,,,,,,,,,,41.954025,-87.670265,"(41.954025, -87.670265)",2020-256801,18,57,21186,689,13
2020,251364,Rowe Elementary / Lozano Bilingual,Not Submitted,1424 N Cleaver Street,60642,0.0,false,WEST TOWN,,63861,,,,,,,,,,,,,,,,41.90750342,-87.66397662,"(41.90750342, -87.66397662)",2020-251364,11,25,22620,483,24
2020,251758,Perspectives/IIT Math & Science Academy,Not Submitted,3663 S Wabash Ave,60653,0.0,false,DOUGLAS,,73000,,,,,,,,,,,,,,,,41.82812836,-87.62440271,"(41.82812836, -87.62440271)",2020-251758,9,1,4301,446,12
2020,250027,Garfield Park Conservatory,Not Submitted,300 N Central Park Ave,60624,0.0,false,EAST GARFIELD PARK,,419907,,,,,,,,,,,,,,,,41.88626194,-87.7179624,"(41.88626194, -87.7179624)",2020-250027,23,28,21572,176,11
2020,174247,,Not Submitted,421  E 62ND ST,60637,0.0,false,WOODLAWN,,218880,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2020-174247,4,9,22260,470,53
2020,256690,Ingleside Investment Group LLC,Not Submitted,1335 W FARGO AVE,60626-1864,0.0,false,,,31975,,,,,,,,,,,,,,,,42.017109,-87.6644495,"(42.017109, -87.6644495)",2020-256690,5,10,21853,357,3
2020,173884,St. Scholastica Monastery / UNO Rogers Park Elementary and High School,Not Submitted,7416 N Ridge Rd,60645,0.0,false,WEST RIDGE,,240041,,,,,,,,,,,,,,,,42.01645164,-87.68500286,"(42.01645164, -87.68500286)",2020-173884,5,20,22528,341,3
2020,251436,Princeton Ac,Not Submitted,5101 S PRINCETON,60609,0.0,false,FULLER PARK,,66300,,,,,,,,,,,,,,,,41.80171174,-87.63313785,"(41.80171174, -87.63313785)",2020-251436,9,3,14924,224,12
2020,114874,,Not Submitted,4900 4918 S DREXEL BLVD,60615,0.0,false,KENWOOD,,90000,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2020-114874,33,8,21192,147,1
2020,252303,,Not Submitted,6236-44 S King Dr,60637,0.0,false,WASHINGTON PARK,,50000,,,,,,,,,,,,,,,,41.78083311,-87.61567866,"(41.78083311, -87.61567866)",2020-252303,4,7,22260,404,53
2020,254079,Metro North Condominium Association,Not Submitted,3946 N Ravenswood Ave,60613,0.0,false,North Center,,93000,,,,,,,,,,,,,,,,41.9543088,-87.6618,"(41.9543088, -87.6618)",2020-254079,25,57,21186,725,38
2020,175579,,Not Submitted,7645  N SHERIDAN RD,60626,0.0,false,ROGERS PARK,,67662,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2020-175579,5,10,21853,358,3
2020,175447,Ford City Office,Not Submitted,7601 S KOSTNER AVE,60652,0.0,false,WEST LAWN,,65270,,,,,,,,,,,,,,,,41.75452936,-87.7319073,"(41.75452936, -87.7319073)",2020-175447,30,63,4300,318,23
2020,254376,Moving Everest Charter School,Not Submitted,416 N LARAMIE AVE,60644,0.0,false,Austin,,53190,,,,,,,,,,,,,,,,41.88332665,-87.76501769,"(41.88332665, -87.76501769)",2020-254376,7,26,22216,618,52
2020,105012,,Not Submitted,1016 1030 W BALMORAL AVE,60640,0.0,false,EDGEWATER,,60000,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-105012,18,31,22616,633,37
2020,260078,,Not Submitted,1626  W 87TH ST,60620,0.0,false,AUBURN GRESHAM,,74165,,,,,,,,,,,,,,,,41.74023286,-87.65352897,"(41.74023286, -87.65352897)",2020-260078,13,70,21554,531,18
2020,130218,,Not Submitted,2430 2458 W GEORGE ST,60618,0.0,false,AVONDALE,,82800,,,,,,,,,,,,,,,,41.93399769,-87.68971091,"(41.93399769, -87.68971091)",2020-130218,20,22,21538,467,24
2020,101919,Marquette Building,Not Submitted,140 S Dearborn St,60603,0.0,false,LOOP,,372265,,,,,,,,,,,,,,,,41.87977522,-87.62973114,"(41.87977522, -87.62973114)",2020-101919,36,38,14311,92,22
2020,175699,,Not Submitted,6700  S CONSTANCE AVE,60649,0.0,false,SOUTH SHORE,,89596,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2020-175699,33,39,22538,453,32
2020,137642,Chicago & Kedzie Plaza,Not Submitted,800 N Kedzie Ave,60651,0.0,false,HUMBOLDT PARK,,306836,,,,,,,,,,,,,,,,41.89703652,-87.70774217,"(41.89703652, -87.70774217)",2020-137642,46,24,4299,150,41
2020,256659,3161 N lIncoln,Not Submitted,3145-61 N Lincoln,,0.0,false,,,24000,,,,,,,,,,,,,,,,41.88425,-87.63245,"(41.88425, -87.63245)",2020-256659,36,38,14310,92,22
2020,103778,Weiss Memorial Hospital,Not Submitted,4646 N Marine Dr,60640,0.0,false,UPTOWN,,774990,,,,,,,,,,,,,,,,41.96683175,-87.64961847,"(41.96683175, -87.64961847)",2020-103778,39,31,22616,636,37
2020,175601,,Not Submitted,2701 2749 N ELSTON AVE,60647,0.0,false,LOGAN SQUARE,,56563,,,,,,,,,,,,,,,,41.93151197,-87.68673624,"(41.93151197, -87.68673624)",2020-175601,40,23,22535,240,24
2020,256771,,Not Submitted,2942 W NORTH AVE,60647,0.0,false,West Town,,50000,,,,,,,,,,,,,,,,41.921025,-87.691375,"(41.921025, -87.691375)",2020-256771,41,23,22535,323,24
2020,159646,,Not Submitted,337 339 W BARRY AVE,60657,0.0,false,LAKE VIEW,,114382,,,,,,,,,,,,,,,,41.93734867,-87.6384621,"(41.93734867, -87.6384621)",2020-159646,25,57,4449,683,38
2020,147673,,Not Submitted,2301 2305 S MICHIGAN AVE,60616,0.0,false,NEAR SOUTH SIDE,,84200,,,,,,,,,,,,,,,,41.84550365,-87.63055693,"(41.84550365, -87.63055693)",2020-147673,48,35,21194,346,26
2020,101671,,Not Submitted,6101 6115 N SEELEY AVE,60659,0.0,false,WEST RIDGE,,65250,,,,,,,,,,,,,,,,41.99046172,-87.70620782,"(41.99046172, -87.70620782)",2020-101671,27,20,4450,30,42
2020,256813,,Not Submitted,639 W ROOSEVELT RD,60605,0.0,false,Near West Side,,50000,,,,,,,,,,,,,,,,41.869255,-87.626255,"(41.869255, -87.626255)",2020-256813,10,38,14913,368,48
2020,250073,Lathrop Homes,Not Submitted,2000 W Diversey Ave,60647,0.0,false,NORTH CENTER,,814078,,,,,,,,,,,,,,,,41.932298,-87.678991,"(41.932298, -87.678991)",2020-250073,41,46,21538,616,24
2020,102055,,Not Submitted,740 750 W ADDISON ST,60613,0.0,false,LAKE VIEW,,57600,,,,,,,,,,,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-102055,18,57,21186,725,13
2020,100668,Allstate Building,Not Submitted,3245 W ARTHINGTON ST,60624,0.0,false,EAST GARFIELD PARK,,324027,,,,,,,,,,,,,,,,41.8704933,-87.70743828,"(41.8704933, -87.70743828)",2020-100668,14,28,21572,36,36
2020,106067,,Not Submitted,4653 4661 S LAKE PARK AVE,60653,0.0,false,KENWOOD,,77016,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2020-106067,10,4,4301,583,1
2020,254369,Therapeutic Youth Home,Not Submitted,3640 W FILLMORE ST,60624,0.0,false,North Lawndale,,54000,,,,,,,,,,,,,,,,41.87443626,-87.71790135,"(41.87443626, -87.71790135)",2020-254369,23,28,21572,704,36
2020,256764,,Not Submitted,450 W Belmont,60657,0.0,false,,,171882,,,,,,,,,,,,,,,,41.939555,-87.668475,"(41.939555, -87.668475)",2020-256764,40,57,4449,712,16
2020,256541,,Not Submitted,508 W Diversey Pkwy,60614,0.0,false,Lake View,,123000,,,,,,,,,,,,,,,,41.922195,-87.64960715,"(41.922195, -87.64960715)",2020-256541,34,68,21190,744,51
2020,101086,,Not Submitted,1016  W HOLLYWOOD AVE,60660,0.0,false,EDGEWATER,,71130,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-101086,16,76,4451,536,40
2020,102825,,Not Submitted,4510 4518 N ASHLAND AVE,60640,0.0,false,UPTOWN,,67500,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2020-102825,18,31,22616,633,37
2020,172471,,Not Submitted,4320 4326 W MADISON ST,60624,0.0,false,WEST GARFIELD PARK,,66974,,,,,,,,,,,,,,,,41.8808242,-87.72327934,"(41.8808242, -87.72327934)",2020-172471,23,27,21572,658,11
2020,129245,Mill Works,Not Submitted,2011 2023 W BELMONT AVE,60618,0.0,false,NORTH CENTER,,62664,,,,,,,,,,,,,,,,41.94672055,-87.70319673,"(41.94672055, -87.70319673)",2020-129245,20,16,21538,372,2
2020,252090,Talbott Hotel,Not Submitted,20 E Delaware Pl,60611,0.0,false,NEAR NORTH SIDE,,103743,,,,,,,,,,,,,,,,41.89939112,-87.62752266,"(41.89939112, -87.62752266)",2020-252090,36,37,21182,104,22
2020,175262,,Not Submitted,6800  S NORMAL BLVD,60621,0.0,false,ENGLEWOOD,,53913,,,,,,,,,,,,,,,,41.7761313,-87.64068948,"(41.7761313, -87.64068948)",2020-175262,4,66,21559,435,53
2020,175220,Joshua's Prayer House Coptic Temple,Not Submitted,6855 S EMERALD ST,60621,0.0,false,ENGLEWOOD,,52214,,,,,,,,,,,,,,,,41.76908947,-87.64274666,"(41.76908947, -87.64274666)",2020-175220,32,66,21559,479,31
2020,160448,Woodland Park Apartments,Not Submitted,606 E WOODLAND PARK AVE,60616,0.0,false,DOUGLAS,,305442,,,,,,,,,,,,,,,,41.83255402,-87.61084915,"(41.83255402, -87.61084915)",2020-160448,10,1,21194,581,1
2020,175106,,Not Submitted,5235  W LAKE ST,60644,0.0,false,AUSTIN,,51000,,,,,,,,,,,,,,,,41.88039405,-87.75826967,"(41.88039405, -87.75826967)",2020-175106,23,26,22216,674,11
2020,109191,Edgewater Presbyterian Church,Not Submitted,1020 W BRYN MAWR,60660,0.0,false,EDGEWATER,,62500,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2020-109191,16,76,4451,536,40
2020,172495,1090 - Sears,Not Submitted,1601 N Harlem Ave,60707,0.0,false,AUSTIN,,295510,,,,,,,,,,,,,,,,41.90892132,-87.80574291,"(41.90892132, -87.80574291)",2020-172495,7,26,4454,598,39
2020,158134,The Goodman Theatre,Not Submitted,170 N Dearborn Ave,60601,0.0,false,LOOP,,171000,,,,,,,,,,,,,,,,41.88520426,-87.62986239,"(41.88520426, -87.62986239)",2020-158134,36,38,14309,92,22
2020,173630,,Not Submitted,111  W HURON ST,60654,0.0,false,NEAR NORTH SIDE,,140000,,,,,,,,,,,,,,,,41.89198218,-87.63699623,"(41.89198218, -87.63699623)",2020-173630,36,37,4446,652,22
2020,254353,,Not Submitted,1415 N KINGSBURY ST,60642,0.0,false,Near North Side,,53079,,,,,,,,,,,,,,,,41.89547594,-87.66035628,"(41.89547594, -87.66035628)",2020-254353,46,25,22620,521,41
2020,158596,,Not Submitted,4025 4041 N KEDVALE AVE,60641,0.0,false,IRVING PARK,,61400,,,,,,,,,,,,,,,,41.94615136,-87.74707694,"(41.94615136, -87.74707694)",2020-158596,21,15,22618,360,25
2020,174002,,Not Submitted,1111 1135 E 87TH ST,60619,0.0,false,BURNSIDE,,131849,,,,,,,,,,,,,,,,41.73624393,-87.59662187,"(41.73624393, -87.59662187)",2020-174002,35,43,21546,472,9
2020,254988,,Not Submitted,434 W MELROSE ST,60657,0.0,false,Lake View,,47726,,,,,,,,,,,,,,,,41.9411915,-87.64111214,"(41.9411915, -87.64111214)",2020-254988,25,57,4449,535,38
