DataYear,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,FossilGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,TotalGHGEmissions,GHGIntensity,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2021,253966,Greenview Place SLF,Submitted,1501 W Melrose St,60657,4.0,False,LAKE VIEW,Senior Living Community,130428.0,2009.0,1,,67,2990656.6,3488389.8,0.0,0.0,,77.8,144.5,82.0,149.8,612.4,7.4,41.93985627,-87.65846293,"(41.93985627, -87.65846293)",2021-253966,25,57,4449.0,710,38
2021,160211,633 N St. Clair,Submitted,633 N St Clair St,60611,4.0,False,NEAR NORTH SIDE,Office,632163.0,1991.0,1,,94,18318604.9,123162.3,0.0,0.0,,29.2,81.3,29.2,81.3,2622.9,4.1,41.893497,-87.622686,"(41.893497, -87.622686)",2021-160211,36,37,21182.0,158,22
2021,173811,Park Harbor Condominium Association,Submitted,3620 N. Pine Grove Ave,60613,4.0,False,LAKE VIEW,Multifamily Housing,102874.0,1970.0,1,,100,1381911.2,3055279.6,0.0,0.0,,48.7,77.6,51.0,80.0,359.7,3.9,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2021-173811,18,57,21186.0,725,13
2021,147816,6101 North Clark,Submitted,6101 6111 N CLARK ST,60660,4.0,False,EDGEWATER,Multifamily Housing,53000.0,1928.0,1,,,693664.7,2031274.8,0.0,0.0,,51.4,76.9,54.0,78.6,207.0,3.9,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2021-147816,16,76,4451.0,536,40
2021,251880,Enrico Tonti Elementary School,Submitted,5815 S Homan Ave,60629,1.0,False,GAGE PARK,K-12 School,89103.0,1928.0,3,,26,3055820.0,4545240.0,0.0,0.0,,85.3,149.6,91.5,156.1,677.9,7.6,41.78740764,-87.70774371,"(41.78740764, -87.70774371)",2021-251880,6,61,21867.0,801,49
2021,172772,Manhattan Building Condominium,Submitted,423 439 S DEARBORN ST,60605,1.0,False,LOOP,Multifamily Housing,121000.0,1891.0,1,,10,8082059.0,0.0,0.0,0.0,,66.8,187.0,70.1,196.4,1154.3,9.5,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2021-172772,10,38,14913.0,368,48
2021,172103,21 East Chestnut Condominium Association,Submitted,21  E CHESTNUT ST,60611,1.0,False,NEAR NORTH SIDE,Multifamily Housing,122400.0,1962.0,1,,16,3813803.9,10332699.7,0.0,0.0,,115.6,175.9,124.1,184.9,1093.5,8.9,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2021-172103,11,37,21182.0,158,22
2021,120347,1033 Van Buren,Submitted,1033 W VAN BUREN ST,60607,4.0,False,NEAR WEST SIDE,Office,82712.0,1905.0,1,,100,327374.8,1361469.0,0.0,0.0,,20.4,28.4,22.4,30.5,119.1,1.4,41.87626485,-87.65305417,"(41.87626485, -87.65305417)",2021-120347,26,29,14917.0,87,48
2021,175857,Lake Street Lofts LLC,Submitted,900 910 912 W Lake St & 212 N Peoria St,60607,4.0,False,NEAR WEST SIDE,Multifamily Housing,126000.0,1886.0,1,,99,1999277.8,1704904.3,0.0,0.0,,34.3,68.4,35.4,68.7,376.1,3.5,41.87399385,-87.651678,"(41.87399385, -87.651678)",2021-175857,48,29,14917.0,97,8
2021,160277,208 S La Salle Whole Building,Submitted,208 S LaSalle St,60604,3.5,False,LOOP,Hotel,907563.0,1911.0,1,,54,32212125.6,44031717.8,0.0,23062396.1,,109.4,173.4,111.0,175.4,8154.9,9.0,41.87908631,-87.63302012,"(41.87908631, -87.63302012)",2021-160277,36,38,14912.0,92,22
2021,242633,530 North Lake Shore Drive,Submitted,530 N Lake Shore Dr,60611,4.0,False,NEAR NORTH SIDE,Multifamily Housing,650925.0,2003.0,1,,91,7989218.5,20903799.1,0.0,0.0,,56.2,86.2,60.4,90.1,2251.4,4.4,41.89211944,-87.61494973,"(41.89211944, -87.61494973)",2021-242633,36,37,21182.0,534,22
2021,161150,1104 S Wabash,Submitted,1104 S Wabash Ave,60605,3.0,False,LOOP,College/University,166094.0,1960.0,0,,,6110796.5,4169879.6,0.0,0.0,,61.9,129.4,65.3,132.9,1094.3,6.6,41.8690082,-87.62636383,"(41.8690082, -87.62636383)",2021-161150,10,38,14913.0,368,48
2021,113587,(IL584) - 1240 Lake Shore Drive,Submitted,1240  N LAKE SHORE DR,60610,1.0,False,NEAR NORTH SIDE,Multifamily Housing,160528.0,1970.0,1,,13,5863750.6,5781202.2,0.0,0.0,,76.9,148.4,80.9,154.7,1144.6,7.6,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2021-113587,46,37,14926.0,148,41
2021,146136,Reside on Barry,Submitted,533 549 W BARRY AVE,60657,3.0,False,LAKE VIEW,Multifamily Housing,113088.0,1966.0,1,,43,3706946.9,6681891.3,0.0,0.0,,91.9,153.8,96.9,157.6,884.4,7.8,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2021-146136,25,57,4449.0,710,38
2021,165924,Lincoln Park Plaza,Submitted,600 W Diversey Pkwy,60614,2.5,False,LAKE VIEW,Multifamily Housing,328617.0,1982.0,1,,53,6474703.3,18077916.3,0.0,0.0,,90.8,137.3,96.1,141.5,1885.0,7.0,41.93284849,-87.64381155,"(41.93284849, -87.64381155)",2021-165924,25,57,21190.0,102,38
2021,251723,James Shields Middle School,Submitted,2611 W 48th St,60632,2.0,False,BRIGHTON PARK,K-12 School,95265.0,2012.0,1,,48,3122652.2,2381370.0,0.0,0.0,,57.8,118.0,60.1,119.4,572.5,6.0,41.806552,-87.689787,"(41.806552, -87.689787)",2021-251723,8,55,22248.0,85,49
2021,160354,Asbury Plaza Venture LLLP,Submitted,750 N Dearborn St,60654,2.0,False,NEAR NORTH SIDE,Multifamily Housing,431149.0,1981.0,1,,47,7866168.1,25526062.0,0.0,0.0,,93.5,136.8,101.9,145.0,2479.3,6.9,41.896027,-87.629782,"(41.896027, -87.629782)",2021-160354,11,37,4446.0,670,22
2021,101755,Harris Bank Building,Submitted,115 S LaSalle St,60603,2.5,False,LOOP,Office,1526102.0,1974.0,1,,53,64870752.4,85834798.1,0.0,0.0,,98.8,178.1,102.3,181.8,13824.4,9.1,41.88031326,-87.63191186,"(41.88031326, -87.63191186)",2021-101755,36,38,14311.0,92,22
2021,252037,Ratner Athletics Center,Submitted,5530 S Ellis Ave,60637,2.0,False,HYDE PARK,Fitness Center/Health Club/Gym,168984.0,2003.0,1,,,10960531.4,0.0,19336257.1,4441572.0,,205.6,343.2,206.4,345.2,3083.4,18.2,41.794456,-87.601381,"(41.794456, -87.601381)",2021-252037,33,8,22260.0,154,32
2021,175542,3260 North Lake Shore,Submitted,3260  N LAKE SHORE DR,60657,4.0,False,LAKE VIEW,Multifamily Housing,281528.0,1928.0,1,,86,2787218.4,14463521.2,0.0,0.0,,66.6,88.8,72.6,93.8,1166.3,4.5,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2021-175542,25,57,4449.0,710,38
2021,158743,Buena Pointe Condominium Association,Submitted,4344 4360 N BROADWAY,60613,3.0,False,UPTOWN,Multifamily Housing,149524.0,2004.0,1,,62,3076848.5,7066575.0,0.0,0.0,,67.8,107.2,72.0,110.4,814.8,5.4,41.96138688,-87.65532001,"(41.96138688, -87.65532001)",2021-158743,39,31,21186.0,577,37
2021,158422,"600 Fulton Owner, LLC",Submitted,600 W Fulton St,60661,2.5,False,NEAR WEST SIDE,Office,236216.0,1901.0,1,,55,14592851.0,0.0,0.0,0.0,,61.8,173.0,63.5,177.9,2084.2,8.8,41.88716166,-87.64324873,"(41.88716166, -87.64324873)",2021-158422,36,29,4452.0,784,22
2021,250176,O'Hare Building 804 (Aviation Administration Building),Submitted,10510 W Zemke Rd,60666,2.0,False,OHARE,Office,387041.0,1943.0,1,,41,10159840.7,5611220.1,0.0,0.0,,95.0,206.8,97.8,206.2,1749.1,10.5,41.99489655,-87.88775165,"(41.99489655, -87.88775165)",2021-250176,29,75,16197.0,668,34
2021,251219,555 Cornelia (251219),Submitted,555 W Cornelia Ave,60657,4.0,False,LAKE VIEW,Multifamily Housing,250200.0,1961.0,1,,96,1584135.6,13826466.9,0.0,0.0,,69.8,85.8,76.7,93.1,960.6,4.4,41.94580944,-87.64408989,"(41.94580944, -87.64408989)",2021-251219,39,57,4449.0,169,37
2021,254025,Englewood,Submitted,901 W 63rd St,60621,3.5,False,Englewood,Multifamily Housing,62800.0,2010.0,1,,80,2207931.5,1233428.2,0.0,0.0,,54.8,119.1,56.6,121.5,380.9,6.1,41.7761103,-87.6399,"(41.7761103, -87.6399)",2021-254025,4,66,21559.0,435,53
2021,256490,,Submitted,5427 N Broadway St,60640,0.0,False,EDGEWATER,,93960.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,41.97459,-87.66273,"(41.97459, -87.66273)",2021-256490,18,31,22616.0,633,37
2021,118695,260-Senior Suites of Bridgeport,Submitted,2825  S HALSTED,60608,3.0,False,BRIDGEPORT,Senior Living Community,69455.0,2005.0,1,,67,1973620.2,3754999.9,0.0,0.0,,82.5,136.3,86.8,139.3,481.3,6.9,41.84915346,-87.67089596,"(41.84915346, -87.67089596)",2021-118695,26,33,14920.0,126,8
2021,251255,Tower Park Residences: 1235 South Prairie Avenue,Submitted,1235 S Prairie Ave,60605,3.5,False,NEAR SOUTH SIDE,Multifamily Housing,605856.0,2006.0,1,,77,10170312.2,25227300.3,0.0,0.0,,58.4,90.7,62.4,94.2,2792.5,4.6,41.86619413,-87.62121604,"(41.86619413, -87.62121604)",2021-251255,9,34,14913.0,374,48
2021,251250,Lincoln Park Villas,Submitted,1920 N Clark St,60614,0.0,False,LINCOLN PARK,,82955.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,41.91720134,-87.63571887,"(41.91720134, -87.63571887)",2021-251250,34,68,21190.0,271,51
2021,253946,"Lakeview Pointe Condominium Association, Inc.",Submitted,7736 7772 N Sheridan Rd,60626,4.0,False,ROGERS PARK,Multifamily Housing,80000.0,2003.0,1,,86,1608660.1,2706485.4,0.0,0.0,,53.9,91.8,56.3,92.8,373.5,4.7,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2021-253946,5,10,21853.0,358,3
2021,243199,Montgomery on Superior Condominium Association,Submitted,500 W Superior St,60654,1.0,False,NEAR NORTH SIDE,Multifamily Housing,649737.0,2005.0,1,,11,15585401.8,32202499.3,0.0,0.0,,118.5,192.1,127.1,201.1,3936.4,9.8,41.89587403,-87.64226427,"(41.89587403, -87.64226427)",2021-243199,36,37,4446.0,617,22
2021,243929,(IL1074) ParkShore Condominium,Submitted,195 N Harbor Dr,60601,2.0,False,LOOP,Multifamily Housing,1122828.0,1991.0,1,,46,32300445.2,22092652.3,0.0,0.0,,53.9,112.5,55.5,114.2,5786.8,5.7,41.88566808,-87.61471363,"(41.88566808, -87.61471363)",2021-243929,36,38,14309.0,580,22
2021,165269,"The Selfhelp Home, Inc.",Submitted,908 920 W ARGYLE ST,60640,1.0,False,UPTOWN,Senior Living Community,147129.0,1962.0,1,,7,10911064.2,4619300.0,0.0,0.0,,105.6,240.6,110.0,249.3,1803.7,12.3,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2021-165269,18,31,22616.0,633,37
2021,239042,400 North LaSalle Condominium Association,Submitted,400 N LaSalle St,60654,3.0,False,NEAR NORTH SIDE,Multifamily Housing,597736.0,2003.0,1,,61,14284123.0,22239779.7,0.0,0.0,,61.1,106.0,64.6,108.5,3221.4,5.4,41.88962593,-87.63339019,"(41.88962593, -87.63339019)",2021-239042,36,37,4446.0,670,22
2021,173708,2756-64 N. Pine Grove Ave.,Submitted,2756 2760 N PINE GROVE AVE,60614,2.0,False,LINCOLN PARK,Multifamily Housing,133560.0,1925.0,1,,45,1984223.7,9968102.9,0.0,0.0,,89.5,120.0,95.4,124.3,812.9,6.1,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2021-173708,34,68,21190.0,797,16
2021,251762,Franz Peter Schubert Elementary School,Submitted,2727 N Long Ave,60639,2.5,False,BELMONT CRAGIN,K-12 School,101364.0,1930.0,4,,59,1616821.2,5884260.1,0.0,0.0,,74.0,105.6,81.7,114.8,543.5,5.4,41.93000505,-87.76055407,"(41.93000505, -87.76055407)",2021-251762,17,19,22615.0,79,7
2021,241873,The Columbian Condominium Association,Submitted,1160 S Michigan Ave,60605,3.0,False,LOOP,Multifamily Housing,541521.0,2007.0,1,,63,10808755.4,19446579.2,0.0,0.0,,65.2,109.2,68.5,110.9,2576.7,5.6,41.86776111,-87.62464689,"(41.86776111, -87.62464689)",2021-241873,10,38,14913.0,368,48
2021,175263,1725 West North Avenue Condominium,Submitted,1725  W NORTH AVE,60622,4.0,False,WEST TOWN,Multifamily Housing,55892.0,1916.0,1,,84,888813.4,1043441.9,0.0,0.0,,40.7,75.4,40.7,75.4,182.4,3.8,41.90225377,-87.68447845,"(41.90225377, -87.68447845)",2021-175263,11,25,21560.0,541,16
2021,256615,Marquee at Block 37,Submitted,25 West Randolph Street,nan,2.5,False,,Multifamily Housing,590021.0,2016.0,1,,58,18500007.3,22157536.2,0.0,0.0,,68.9,127.2,71.2,128.5,3819.2,6.5,41.88425,-87.63245,"(41.88425, -87.63245)",2021-256615,36,38,14310.0,92,22
2021,235739,1000 Condominium Association,Submitted,1000 N Lake Shore Plz,60611,4.0,False,NEAR NORTH SIDE,Multifamily Housing,450036.0,1964.0,1,,82,7542577.4,0.0,0.0,0.0,,62.8,99.0,,,2007.6,5.0,41.900978,-87.624275,"(41.900978, -87.624275)",2021-235739,36,37,21182.0,104,22
2021,250118,Humboldt Park Health,Submitted,1044 N Francisco Ave,60622,2.5,False,WEST TOWN,Hospital (General Medical & Surgical),312898.0,1917.0,2,,51,35409974.8,28610401.1,0.0,0.0,,204.6,412.9,204.4,408.2,6577.1,21.0,41.899824,-87.699299,"(41.899824, -87.699299)",2021-250118,49,25,21560.0,301,10
2021,105615,Surf III LLC,Submitted,426 W SURF ST,60657,4.0,False,LAKE VIEW,Multifamily Housing,89650.0,1928.0,1,,83,2806775.0,1262082.6,0.0,0.0,,45.4,102.4,46.3,104.2,467.9,5.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2021-105615,25,57,4449.0,710,38
2021,157287,Midwest Orthopedics at Rush,Submitted,1611 W HARRISON ST,60612,4.0,False,NEAR WEST SIDE,Medical Office,212511.0,2009.0,1,,77,8225325.5,0.0,14865300.0,0.0,,108.7,192.5,106.6,186.9,2161.8,10.2,41.87351299,-87.66703729,"(41.87351299, -87.66703729)",2021-157287,46,29,21184.0,5,48
2021,103634,Lewis & O'Malley,Submitted,25 E Jackson Blvd,60604,4.0,False,LOOP,College/University,380371.0,1928.0,1,,,12170327.6,14372992.6,0.0,0.0,,69.8,129.3,74.6,134.3,2501.7,6.6,41.878202,-87.626867,"(41.878202, -87.626867)",2021-103634,10,38,14912.0,367,48
2021,256728,Alta Grand Central (lt027),Submitted,221 W Harrison St,60607,4.0,False,,Multifamily Housing,262020.0,2020.0,1,,94,3798344.2,12337435.5,0.0,0.0,,68.1,99.5,,,1197.8,5.1,41.88321,-87.65877,"(41.88321, -87.65877)",2021-256728,46,29,14917.0,63,41
2021,254372,Lawndale Christian Health and Fitness Center,Submitted,3750 W OGDEN AVE,60623,nan,True,North Lawndale,Mixed Use Property,64779.0,2012.0,1,,,2937247.2,580580.2,0.0,0.0,,54.3,136.4,54.3,136.4,450.4,7.0,41.85793904,-87.71522054,"(41.85793904, -87.71522054)",2021-254372,14,30,21569.0,800,36
2021,252021,CICS Basil,Submitted,1816 W Garfield Blvd,60609,3.5,False,NEW CITY,K-12 School,57350.0,1956.0,1,,71,1462557.2,2442300.1,0.0,0.0,,68.1,116.1,73.8,122.2,338.6,5.9,41.794164,-87.67006603,"(41.794164, -87.67006603)",2021-252021,2,59,14924.0,767,19
2021,124911,Point at Clark,Submitted,3131 N Clark St,60657,3.0,False,LAKE VIEW,Strip Mall,162490.0,1995.0,1,,,7603099.5,0.0,0.0,0.0,,79.7,223.0,81.9,229.5,1085.9,11.4,41.93916606,-87.6496288,"(41.93916606, -87.6496288)",2021-124911,25,57,4449.0,681,38
2021,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W FULTON ST,60607,4.0,False,NEAR WEST SIDE,Office,62555.0,1907.0,1,,98,233128.3,2137763.2,0.0,0.0,,37.9,46.3,41.7,50.0,146.8,2.3,41.88660859,-87.66258804,"(41.88660859, -87.66258804)",2021-131633,46,29,14917.0,63,41
2021,252073,118 S Clinton,Submitted,118 S Clinton St,60661,2.5,False,NEAR WEST SIDE,Office,78751.0,1910.0,1,,34,4650324.0,0.0,0.0,0.0,,59.1,165.3,59.3,166.0,664.2,8.4,41.87993535,-87.64144916,"(41.87993535, -87.64144916)",2021-252073,36,29,4452.0,786,48
2021,103604,525 West Monroe,Submitted,525 W Monroe St,60661,3.5,False,NEAR WEST SIDE,Office,1073992.0,1983.0,1,,78,43136858.3,668274.1,0.0,0.0,,42.6,118.1,43.6,120.8,6197.1,6.0,41.880543,-87.640541,"(41.880543, -87.640541)",2021-103604,36,29,14914.0,786,48
2021,113573,(IL218) - 1540 Lake Shore Dr,Submitted,1534 1542 N LAKE SHORE DR,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,138636.0,1929.0,1,,96,2046606.3,6297280.1,0.0,0.0,,60.2,89.0,65.4,93.8,626.8,4.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2021-113573,46,37,14926.0,148,41
2021,102239,"Lake Park Crescent Associates 1, LP",Submitted,1061  E 41ST PL,60653,3.5,False,OAKLAND,Multifamily Housing,137870.0,2004.0,1,,54,1834216.5,8164000.1,0.0,0.0,,93.4,128.1,100.0,134.2,695.6,6.5,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2021-102239,10,4,4301.0,583,1
2021,251414,James Wadsworth Elementary School,Submitted,6650 S Ellis Ave,60637,3.0,False,WOODLAWN,K-12 School,64558.0,1963.0,1,,46,1344307.5,3833870.2,0.0,0.0,,80.2,120.7,87.2,128.0,395.6,6.1,41.77374217,-87.60122846,"(41.77374217, -87.60122846)",2021-251414,33,9,22260.0,347,32
2021,175905,HI Chicago,Submitted,24 E Congress Pkwy,60605,2.5,False,LOOP,Hotel,100535.0,1880.0,1,,33,6568209.2,3121325.0,0.0,0.0,,96.4,215.5,99.2,218.5,1103.9,11.0,41.87588999,-87.62653046,"(41.87588999, -87.62653046)",2021-175905,10,38,14913.0,367,48
2021,130379,,Submitted,444 N WABASH AVE,60611,0.0,False,NEAR NORTH SIDE,,57400.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,41.89014125,-87.62668588,"(41.89014125, -87.62668588)",2021-130379,36,37,21182.0,626,22
2021,175679,240 N. Ashland,Submitted,240 N Ashland Ave,60607,4.0,False,NEAR WEST SIDE,Office,81887.0,1900.0,1,,98,1130757.3,327600.0,0.0,0.0,,17.8,42.9,18.5,43.5,178.9,2.2,41.88655482,-87.66760406,"(41.88655482, -87.66760406)",2021-175679,46,29,21184.0,579,41
2021,160179,The Kimpton Gray Hotel,Submitted,39 S LaSalle St,60603,4.0,False,LOOP,Hotel,239678.0,2016.0,1,,82,9126895.3,7453619.6,0.0,0.0,,69.2,139.3,71.3,141.5,1699.5,7.1,41.88104029,-87.63208087,"(41.88104029, -87.63208087)",2021-160179,36,38,14311.0,92,22
2021,251771,1333 North Kingsbury,Submitted,1333 N Kingsbury,60642,1.5,False,NEAR NORTH SIDE,Office,126727.0,1961.0,1,,38,4136626.9,9279622.2,0.0,0.0,,128.1,203.7,132.8,208.6,1083.7,10.3,41.9060185,-87.64946369,"(41.9060185, -87.64946369)",2021-251771,46,37,22620.0,108,16
2021,251563,Lazaro Cardenas Elementary School (South),Submitted,2524 S Central Ave,60623,4.0,False,AUSTIN,K-12 School,84116.0,1912.0,2,,90,1172161.9,2212130.2,0.0,0.0,,40.2,66.6,43.4,69.9,284.9,3.4,41.869894,-87.764317,"(41.869894, -87.764317)",2021-251563,7,26,22216.0,61,52
2021,106102,The Regent Condominium Association,Submitted,190  E WALTON PL,60611,4.0,False,NEAR NORTH SIDE,Multifamily Housing,131500.0,1996.0,1,,100,721395.7,3988882.8,0.0,0.0,,50.1,66.0,52.9,68.6,314.9,3.4,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2021-106102,11,37,21182.0,158,22
2021,175728,808-12 Junior Terrace LLC,Submitted,808 812 W JUNIOR TER,60613,3.0,False,UPTOWN,Multifamily Housing,76690.0,1920.0,1,,44,2901954.1,2431620.0,0.0,0.0,,69.5,139.2,69.5,139.2,543.6,7.1,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2021-175728,18,57,21186.0,725,13
2021,251433,Walter L Newberry Math & Science Academy ES,Submitted,708 W Willow St,60614,3.5,False,LINCOLN PARK,K-12 School,75176.0,1937.0,2,,72,1110127.0,3566300.1,0.0,0.0,,62.2,91.2,68.4,97.6,348.0,4.6,41.913892,-87.646358,"(41.913892, -87.646358)",2021-251433,34,68,21190.0,273,51
2021,156840,One Superior Place - CO (np52),Submitted,1 W Superior St,60654,4.0,False,NEAR NORTH SIDE,Multifamily Housing,706415.0,1999.0,1,,94,18885188.0,10118685.0,0.0,0.0,,44.1,96.6,44.1,96.6,3234.8,4.9,41.89526506,-87.62898937,"(41.89526506, -87.62898937)",2021-156840,11,37,4446.0,669,22
2021,135080,537 S. Dearborn St.,Submitted,537  S DEARBORN ST,60605,3.5,False,LOOP,Multifamily Housing,78000.0,1892.0,1,,74,2298237.9,1179592.2,0.0,0.0,,44.6,98.4,45.8,99.8,390.9,5.0,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2021-135080,10,38,14913.0,368,48
2021,234374,"(IL554-H) - Kinzie Station, Hi-Rise",Submitted,330 N Jefferson Ct,60661,2.0,False,NEAR WEST SIDE,Multifamily Housing,249616.0,2000.0,1,,22,6784182.0,14361538.1,0.0,0.0,,94.1,151.7,101.2,157.5,1731.8,7.7,41.88774849,-87.64394791,"(41.88774849, -87.64394791)",2021-234374,36,29,4452.0,784,22
2021,105488,5600 N. Sheridan,Submitted,5600  N SHERIDAN RD,60660,1.0,False,EDGEWATER,Multifamily Housing,115973.0,1963.0,1,,10,2770230.1,11940500.1,0.0,0.0,,147.6,203.6,161.2,216.1,1029.9,10.3,41.99090057,-87.66660744,"(41.99090057, -87.66660744)",2021-105488,16,76,4451.0,536,40
2021,251526,John Barry Elementary School,Submitted,2828 N Kilbourn Ave,60641,1.5,False,HERMOSA,K-12 School,78700.0,1927.0,2,,35,1139459.9,6929750.2,0.0,0.0,,102.5,133.0,115.1,146.2,530.8,6.7,41.93235271,-87.74015991,"(41.93235271, -87.74015991)",2021-251526,17,21,22618.0,411,7
2021,101998,TransUnion LLC,Submitted,555 W Adams St,60661,4.0,False,NEAR WEST SIDE,Office,312000.0,1990.0,1,,100,8915402.5,0.0,0.0,0.0,,28.6,80.0,28.6,80.0,1273.4,4.1,41.87897953,-87.64154809,"(41.87897953, -87.64154809)",2021-101998,36,29,4452.0,786,48
2021,251509,Richard J Daley Elementary Academy,Submitted,5024 S Wolcott Ave,60609,1.0,False,NEW CITY,K-12 School,73350.0,1996.0,1,,12,2793137.2,5207570.4,0.0,0.0,,109.1,181.2,117.2,188.8,675.5,9.2,41.80242628,-87.67247949,"(41.80242628, -87.67247949)",2021-251509,4,59,14924.0,709,19
2021,134421,Marketplace At Six Corners,Submitted,4612 - 4730 W Irving Park Rd,60641,4.0,False,PORTAGE PARK,Other - Mall,77966.0,1997.0,1,,,162859.1,1067347.7,0.0,0.0,,15.8,20.2,18.2,22.9,80.0,1.0,41.95551563,-87.74491933,"(41.95551563, -87.74491933)",2021-134421,50,15,22618.0,139,20
