Data Year,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,TotalGHGEmissions,GHGIntensity,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2020,103638,The Field Museum,Submitted Data,1400 S Lake Shore Dr,60605,,TRUE,NEAR SOUTH SIDE,Mixed Use Property,"1,280,537","12,646.7",9.9,1921,1,,,"53,837,201.6","79,910,087.7",,,,104.6,183.4,106.8,185.7,41.866211,-87.61703464,"(41.866211, -87.61703464)",2020-103638,10,34,14913,374,48
2020,243596,Imperial Towers Condominium,Submitted Data,4250 N Marine Dr,60613,2,FALSE,UPTOWN,Multifamily Housing,"1,256,710","7,273.9",6.5,1962,1,,45,"19,594,345.0","79,372,703.7",,,,87.9,122.7,93.1,128.2,41.96030097,-87.64752405,"(41.96030097, -87.64752405)",2020-243596,39,31,21186,636,37
2020,244182,Park Place Tower I CA,Submitted Data,655 W Irving Park Rd,60613,1,FALSE,LAKE VIEW,Multifamily Housing,"1,193,156","7,804.6",7.9,1970,1,,26,"23,213,681.3","78,728,980.4",,,,103.0,149.3,107.7,154.1,41.95381635,-87.64691335,"(41.95381635, -87.64691335)",2020-244182,39,57,21186,690,37
2020,159425,Lawless Gardens,Submitted Data,3510 S RHODES AVE,60653,3.5,FALSE,DOUGLAS,Multifamily Housing,"740,173","4,614.1",6.2,1970,3,,59,"2,891,178.7","78,375,003.3",,,,109.8,122.1,116.1,128.7,41.83083707,-87.61542242,"(41.83083707, -87.61542242)",2020-159425,10,1,4301,561,1
2020,250122,Swedish Covenant Hospital Campus,Submitted Data,5145 N California Ave,60625,2.5,FALSE,LINCOLN SQUARE,Mixed Use Property,"1,397,263","18,719.4",23.4,1918,10,,51,"93,809,382.1","76,788,106.4",,,,213.4,429.4,212.7,427.5,41.97488655,-87.69887185,"(41.97488655, -87.69887185)",2020-250122,24,6,21849,28,46
2020,260042,McClurg Court Center,Submitted Data,333 E Ontario St,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,"915,001","9,004.4",11.0,1971,2,,10,"31,572,488.6","76,755,519.7",,,,132.4,206.5,139.3,213.7,41.89322808,-87.61866416,"(41.89322808, -87.61866416)",2020-260042,36,37,21182,159,22
2020,103656,Merchandise Mart,Submitted Data,222 Merchandise Mart Plz,60654,,TRUE,NEAR NORTH SIDE,Office,"4,259,185","20,933.1",5.1,1930,1,,,"97,554,926.2","76,248,400.9",,"31,458,239.1",,49.7,92.4,51.3,94.1,41.88798761,-87.63534171,"(41.88798761, -87.63534171)",2020-103656,36,37,4446,652,22
2020,102585,Chicago State University Campus,Submitted Data,9501 S Martin Luther King Dr,60628,3,FALSE,ROSELAND,College/University,"1,170,487","12,026.3",10.3,1971,12,,,"51,376,816.2","75,457,753.5",,,,108.4,190.6,113.2,195.5,41.71825101,-87.61135684,"(41.71825101, -87.61135684)",2020-102585,43,45,21861,567,31
2020,101713,Aon Center,Submitted Data,200 E Randolph St,60601,4,FALSE,LOOP,Office,"3,457,865","20,741.2",6.5,1972,1,,81,"88,649,320.1","74,788,659.9",,"55,385,315.7",,68.6,118.1,70.0,119.7,41.88529085,-87.62152084,"(41.88529085, -87.62152084)",2020-101713,36,38,14309,580,22
2020,103647,135 S LaSalle Property LLC,Submitted Data,135 S LaSalle St,60603,2.5,FALSE,LOOP,Office,"1,547,120","11,970.0",7.7,1934,1,,55,"44,403,069.6","72,467,511.9",,"22,597,704.5",,90.1,142.8,92.9,145.8,41.87977276,-87.63155683,"(41.87977276, -87.63155683)",2020-103647,36,38,14311,92,22
2020,130553,,Submitted Data,4700 N MARINE DR,60640,1,FALSE,UPTOWN,Medical Office,"147,835","4,593.8",31.1,2006,1,,1,"5,215,078.0","71,164,912.3",,,,516.7,604.2,516.7,604.2,41.96762739,-87.64972733,"(41.96762739, -87.64972733)",2020-130553,39,31,22616,636,37
2020,159560,Eugenie Terrace,Submitted Data,1730 N Clark St,60614,1,FALSE,LINCOLN PARK,Multifamily Housing,"753,229","6,048.0",9.7,1987,1,,6,"14,740,659.0","70,552,683.1",,,,137.1,185.5,145.7,194.7,41.91378263,-87.63384039,"(41.91378263, -87.63384039)",2020-159560,34,68,21190,271,51
2020,163223,Salem Baptist Church of Chicago,Submitted Data,10909 S Cottage Grove Ave,60628,1,FALSE,PULLMAN,Worship Facility,"91,800","3,940.5",42.9,1960,1,,1,"1,302,350.0","70,361,038.5",,,,780.6,844.5,780.6,844.5,41.69635381,-87.60821945,"(41.69635381, -87.60821945)",2020-163223,43,47,21861,254,30
2020,160262,Dearborn Homes,Submitted Data,2960 S Federal St,60616,2,FALSE,DOUGLAS,Multifamily Housing,"706,989","7,159.0",10.1,1950,17,,16,"20,715,234.6","68,851,921.0",,,,129.1,186.7,,,41.84018052,-87.62932246,"(41.84018052, -87.62932246)",2020-160262,9,1,21194,377,12
2020,160246,Parkway Gardens,Submitted Data,6415 S Calumet Ave,60637,1,FALSE,GREATER GRAND CROSSING,Multifamily Housing,"938,000","9,961.4",10.6,1952,36,,9,"41,257,076.9","66,317,200.0",,,,114.7,197.4,119.6,202.5,41.7774997,-87.61708529,"(41.7774997, -87.61708529)",2020-160246,4,67,22260,122,53
2020,101762,Richard J Daley Center,Submitted Data,50 W Washington,60602,3.5,FALSE,LOOP,Courthouse,"1,593,714","10,603.2",6.9,1965,1,,73,"45,571,417.1","65,724,181.5",,,,72.2,127.5,75.2,130.6,41.88409726,-87.63019634,"(41.88409726, -87.63019634)",2020-101762,36,38,14310,92,22
2020,250138,Provident Hospital,Submitted Data,500 E 51st St,60615,1,FALSE,GRAND BOULEVARD,Hospital (General Medical & Surgical),"373,995","9,598.6",25.7,1981,2,,3,"39,167,073.7","65,627,290.5",,,,280.2,477.5,290.0,486.4,41.802169,-87.613988,"(41.802169, -87.613988)",2020-250138,9,4,21192,394,12
2020,243703,The Newport CA,Submitted Data,4800 S Chicago Beach Dr,60615,3,FALSE,KENWOOD,Multifamily Housing,"842,012","4,820.5",6.3,1963,2,,65,"8,757,628.0","65,024,082.1",,,,95.8,120.5,101.5,125.5,41.80656841,-87.58670323,"(41.80656841, -87.58670323)",2020-243703,10,5,21192,400,1
2020,103692,CNA Building,Submitted Data,333 S Wabash Ave,60604,4,FALSE,LOOP,Office,"1,478,801","10,565.7",7.5,1972,1,,73,"45,840,107.6","64,228,995.2",,,,77.8,138.4,80.6,141.3,41.87740181,-87.62564302,"(41.87740181, -87.62564302)",2020-103692,36,38,14912,367,48
2020,158227,Grand Plaza,Submitted Data,540 N State St,60654,,TRUE,NEAR NORTH SIDE,Multifamily Housing,"1,640,000","9,525.4",8.5,2003,1,,,"30,176,478.5","63,799,037.2",,"27,079,126.1",,108.2,157.4,111.3,161.2,41.89192712,-87.62861779,"(41.89192712, -87.62861779)",2020-158227,36,37,4446,669,22
2020,256406,,Submitted Data,375 E Chicago Ave,60611,1,FALSE,NEAR NORTH SIDE,College/University,"388,282","5,489.6",14.1,1978,1,,,"13,527,143.1","63,605,879.9",,,,198.7,269.6,207.8,279.2,41.89837,-87.62281702,"(41.89837, -87.62281702)",2020-256406,11,37,21182,233,22
2020,243690,The 400 Condominium Association,Submitted Data,400 E Randolph St,60601,4,FALSE,LOOP,Multifamily Housing,"1,361,500","6,600.4",5.9,1963,1,,72,"21,353,803.9","61,522,782.3",,,,74.7,112.1,78.6,116.5,41.88484798,-87.61650377,"(41.88484798, -87.61650377)",2020-243690,36,38,14309,580,22
2020,243108,The 3600 Condominium Association,Submitted Data,3600 N Lake Shore Dr,60613,1,FALSE,LAKE VIEW,Multifamily Housing,"841,880","5,617.9",7.2,1961,1,,28,"15,136,788.3","61,291,727.6",,,,98.1,136.9,103.6,142.8,41.94896909,-87.64428388,"(41.94896909, -87.64428388)",2020-243108,39,57,21186,726,37
2020,160085,The Clare,Submitted Data,55 E Pearson St,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,"754,256","8,121.1",12.9,2008,1,,1,"31,443,585.3","60,505,999.2",,,,146.4,241.3,149.4,244.5,41.89727458,-87.62635153,"(41.89727458, -87.62635153)",2020-160085,36,37,21182,104,22
2020,105864,"Navy Pier, Inc.",Submitted Data,600 E Grand Ave,60611,,TRUE,NEAR NORTH SIDE,Mixed Use Property,"1,780,000","12,637.6",11.0,1914,1,,,"60,382,889.1","60,504,640.6",,,,105.1,202.3,108.7,206.0,41.89174315,-87.60470217,"(41.89174315, -87.60470217)",2020-105864,36,37,21182,534,22
2020,101890,Rehabilitation Institute of Chicago,Submitted Data,345 E Superior St,60611,2,FALSE,NEAR NORTH SIDE,College/University,"370,800","6,348.7",17.1,1974,1,,,"20,171,906.3","60,256,129.7",,,,216.9,323.0,222.8,329.1,41.89544928,-87.61831774,"(41.89544928, -87.61831774)",2020-101890,36,37,21182,158,22
2020,243683,3950 N Lake Shore Drive CA,Submitted Data,3950 N Lake Shore Dr,60613,2,FALSE,LAKE VIEW,Multifamily Housing,"802,292","5,649.3",7.6,1957,1,,45,"15,690,800.3","60,255,014.1",,,,102.3,144.4,107.1,149.1,41.95419428,-87.64597649,"(41.95419428, -87.64597649)",2020-243683,39,57,21186,690,37
2020,256411,,Submitted Data,303 E Chicago Ave,60611,2,FALSE,NEAR NORTH SIDE,Laboratory,"303,490","6,867.9",22.6,1925,1,,,"24,116,969.4","58,439,644.3",,,,272.0,424.7,275.4,427.2,41.89837,-87.62281702,"(41.89837, -87.62281702)",2020-256411,11,37,21182,233,22
2020,101876,55 E Jackson Blvd,Submitted Data,55 E Jackson Blvd,60604,1,FALSE,LOOP,Office,"434,169","6,292.5",14.5,1961,1,,25,"20,670,807.3","57,731,584.2",,,,180.6,272.9,190.5,283.3,41.8780063,-87.62558458,"(41.8780063, -87.62558458)",2020-101876,36,38,14912,367,48
2020,102532,Advocate Trinity Hospital,Submitted Data,2320 E 93rd St,60617,3,FALSE,CALUMET HEIGHTS,Hospital (General Medical & Surgical),"637,903","7,258.9",19.8,1960,1,,70,"27,771,847.3","55,061,201.4",,,,225.5,369.0,231.8,375.8,41.72673518,-87.56695195,"(41.72673518, -87.56695195)",2020-102532,37,44,21202,492,43
2020,101707,111 E Wacker Dr,Submitted Data,111 E Wacker Dr,60601,2,FALSE,LOOP,Office,"1,219,035","9,983.6",8.8,1969,1,,47,"45,974,946.5","52,872,672.9",,,,86.7,161.6,91.1,166.2,41.8876921,-87.62356505,"(41.8876921, -87.62356505)",2020-101707,36,38,14309,580,22
2020,160296,The Pavilion,Submitted Data,5441 N East River Rd,60656,4,FALSE,OHARE,Multifamily Housing,"1,072,297","4,698.5",4.4,1992,5,,95,"12,215,662.1","52,565,698.8",,,,60.4,83.4,63.9,85.8,41.97829622,-87.8431555,"(41.97829622, -87.8431555)",2020-160296,29,75,4448,64,34
2020,101708,233 N Michigan Ave,Submitted Data,233 N Michigan Ave,60601,2.5,FALSE,LOOP,Office,"1,291,092","8,697.9",7.5,1972,1,,55,"37,849,466.8","52,542,589.8",,,,78.2,139.5,81.4,142.8,41.8869574,-87.62305507,"(41.8869574, -87.62305507)",2020-101708,36,38,14309,580,22
2020,243773,680 North Lake Shore Drive,Submitted Data,680 N Lake Shore Dr,60611,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,"1,945,838","8,773.2",5.3,1926,1,,85,"38,480,091.6","52,107,310.0",,,,55.0,98.6,57.2,100.9,41.89466069,-87.61675768,"(41.89466069, -87.61675768)",2020-243773,36,37,21182,158,22
2020,101709,20 N Wacker Dr,Submitted Data,20 N Wacker Dr,60606,4,FALSE,LOOP,Office,"1,742,899","9,537.7",5.5,1929,1,,,"43,512,452.6","51,714,077.3",,,,54.6,101.1,56.9,103.4,41.88252633,-87.63747012,"(41.88252633, -87.63747012)",2020-101709,36,38,14914,92,22
2020,250076,Trumbull Park Homes,Submitted Data,2437 E 106th St,60617,1,FALSE,SOUTH DEERING,Multifamily Housing,"400,023","4,305.8",10.8,1938,56,,3,"10,139,938.6","51,270,593.3",,,,153.5,205.6,165.4,216.9,41.70255901,-87.5642244,"(41.70255901, -87.5642244)",2020-250076,37,48,21202,174,47
2020,250004,Kennedy-King College,Submitted Data,6301 S Halsted Ave,60621,1,FALSE,ENGLEWOOD,College/University,"741,244","7,464.3",15.0,2007,6,,,"30,403,813.0","51,194,702.0",,,,164.2,279.5,171.3,286.9,41.779703,-87.644751,"(41.779703, -87.644751)",2020-250004,4,66,21559,435,53
2020,256410,,Submitted Data,300 E Superior Street,60611,2,FALSE,NEAR NORTH SIDE,Laboratory,"303,863","7,911.2",26.0,1990,1,,,"33,323,557.8","51,029,674.5",,,,277.6,483.4,281.8,489.0,41.89837,-87.62281702,"(41.89837, -87.62281702)",2020-256410,11,37,21182,233,22
2020,244826,Park Tower Condominium Association,Submitted Data,5415 N Sheridan Rd,60640,2.5,FALSE,EDGEWATER,Multifamily Housing,"990,049","5,611.3",6.5,1971,1,,59,"18,700,980.5","50,695,097.9",,,,80.4,122.4,84.6,126.7,41.98030005,-87.65445607,"(41.98030005, -87.65445607)",2020-244826,16,76,22616,143,40
2020,255743,Burnham Pointe,Submitted Data,730 South Clark Street,60605,1,FALSE,LOOP,Multifamily Housing,"532,581","5,005.6",11.7,2008,1,,1,"14,995,319.4","50,180,103.1",,,,151.9,220.6,157.1,225.8,41.86815,-87.62702,"(41.86815, -87.62702)",2020-255743,10,38,14913,368,48
2020,158526,33738-Chicago Marriott Downtown,Submitted Data,540 N Michigan Ave,60611,4,FALSE,NEAR NORTH SIDE,Hotel,"949,542","7,049.4",7.4,1990,1,,85,"28,250,094.4","49,711,358.4",,,,82.1,138.3,85.7,142.0,41.89213144,-87.62485893,"(41.89213144, -87.62485893)",2020-158526,36,37,21182,626,22
2020,158651,1350-60 N LSD,Submitted Data,1350 N Lake Shore Dr,60610,2,FALSE,NEAR NORTH SIDE,Multifamily Housing,"760,200","5,177.3",7.1,1951,2,,44,"16,305,132.5","49,562,862.0",,,,90.6,134.4,95.3,138.9,41.90713265,-87.62642061,"(41.90713265, -87.62642061)",2020-158651,34,37,14926,308,51
2020,156829,"Graham School of Management, St. Xavier University",Submitted Data,3700 W 103rd St,60655,3,FALSE,MOUNT GREENWOOD,College/University,"468,006","4,544.2",9.7,1955,10,,,"12,342,377.8","49,287,900.0",,,,131.7,184.4,138.5,191.1,41.70945051,-87.71355541,"(41.70945051, -87.71355541)",2020-156829,42,73,4447,316,33
2020,157988,Union League Club Of Chicago,Submitted Data,65 W Jackson Blvd,60604,2,FALSE,LOOP,Hotel,"311,794","4,171.4",13.4,1926,1,,29,"9,192,484.8","49,186,002.0",,"2,356,380.0",,194.8,255.1,199.7,260.2,41.87787288,-87.63001693,"(41.87787288, -87.63001693)",2020-157988,10,38,14912,92,48
2020,102232,2800 Lake Shore Drive Condo Association,Submitted Data,2800 N Lake Shore Dr,60657,3.5,FALSE,LAKE VIEW,Multifamily Housing,"852,820","4,776.1",6.3,1969,1,,59,"13,910,642.0","49,046,238.1",,,,83.1,119.3,87.7,124.0,41.93329168,-87.63716558,"(41.93329168, -87.63716558)",2020-102232,25,57,4449,103,38
2020,222943,University Park Condominium Association,Submitted Data,1451 E 55th St,60615,4,FALSE,HYDE PARK,Multifamily Housing,"579,783","2,775.5",5.1,1961,2,,85,"1,287,153.1","48,472,538.7",,,,92.3,101.1,98.9,107.9,41.79535144,-87.59076509,"(41.79535144, -87.59076509)",2020-222943,33,8,21192,500,32
2020,244017,River Plaza,Submitted Data,405 N Wabash Ave,60611,1.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,"892,791","5,562.7",7.6,1976,1,,36,"19,380,259.0","47,784,271.6",,,,91.5,142.2,96.4,147.5,41.88888345,-87.62643917,"(41.88888345, -87.62643917)",2020-244017,36,37,21182,626,22
2020,160067,Intercontinental Hotel,Submitted Data,505 N Michigan Ave,60611,4,FALSE,NEAR NORTH SIDE,Hotel,"782,000","5,905.1",8.3,1929,1,,84,"21,644,569.8","47,576,364.8",,,,96.8,154.6,100.2,158.2,41.8912,-87.624091,"(41.8912, -87.624091)",2020-160067,36,37,21182,159,22
2020,103712,Water Tower Place,Submitted Data,845 N Michigan Ave,60611,,TRUE,NEAR NORTH SIDE,Mixed Use Property,"2,984,641","22,117.0",8.6,1976,1,,,"125,682,219.0","47,103,167.6",,,,66.9,155.5,67.6,156.2,41.898304,-87.624041,"(41.898304, -87.624041)",2020-103712,11,37,21182,233,22
2020,101735,71215A State St,Submitted Data,101 N State St E,60602,4,FALSE,LOOP,Retail Store,"1,841,736","10,414.4",5.7,1879,1,,68,"50,747,763.2","46,958,411.7",,,,53.1,103.9,56.6,107.7,41.88334304,-87.62785457,"(41.88334304, -87.62785457)",2020-101735,36,38,14310,580,22
